dataset,mass,a_val,alpha0,alpha1,beta1,alpha2,beta2,alpha1_plus_2beta1,alpha1_minus_beta1,r_alpha2,second_neighbor_family,C_pc5,hyperplane_residual_raw,PC1,PC2,PC3,PC4,PC5
dataframe000015,80.0,2.2,9.628057,-0.75093985,-0.7725101,-2.9184805e-05,-0.9050194,-2.29596,0.021570265,3.224667e-05,$\beta_2$-dominated,1.3001201375539455e-06,1.300120138054972e-06,-1.8333246866226347,-0.9406127069153828,1.7200594246780274,0.295243987652156,1.3001201375539455e-06
dataframe000015,80.0,2.2,9.628057,-0.75093985,-0.042001337,-2.9184805e-05,-0.9050194,-0.8349425,-0.7089385,3.224667e-05,$\beta_2$-dominated,-8.103430287519923e-05,-8.103430287480923e-05,-0.6267512689153164,0.7575409280058785,1.4098054055713114,0.22524015439042605,-8.103430287519923e-05
dataframe000015,80.0,2.2,9.628057,-0.75093985,-0.96637994,-2.9184805e-05,-0.9050194,-2.6836996,0.2154401,3.224667e-05,$\beta_2$-dominated,2.314216885846428e-05,2.314216885896532e-05,-2.1535373989675235,-1.3912859739100383,1.8023977938618416,0.31382232128396165,2.314216885846428e-05
dataframe000015,80.0,2.2,9.628057,-0.75093985,-0.042001337,-2.9184805e-05,-0.9050194,-0.8349425,-0.7089385,3.224667e-05,$\beta_2$-dominated,-8.103430287519923e-05,-8.103430287480923e-05,-0.6267512689153164,0.7575409280058785,1.4098054055713114,0.22524015439042605,-8.103430287519923e-05
dataframe000015,80.0,2.2,9.628057,-0.75093985,-0.96637994,-2.9184805e-05,-0.9050194,-2.6836996,0.2154401,3.224667e-05,$\beta_2$-dominated,2.314216885846428e-05,2.314216885896532e-05,-2.1535373989675235,-1.3912859739100383,1.8023977938618416,0.31382232128396165,2.314216885846428e-05
dataframe000013,60.0,2.6,8.21905,-0.61337334,-0.36823678,-0.00079958315,-0.827943,-1.3498468,-0.24513656,0.0009648148,$\beta_2$-dominated,-0.0003497256587470752,-0.0003497256587469053,-0.9804629437688881,-0.36208635775107534,0.72230843536033,0.3579148015653464,-0.0003497256587470752
dataframe000013,60.0,2.6,8.21905,-0.61337334,0.63224196,-0.00079958315,-0.827943,0.6511106,-1.2456152,0.0009648148,$\beta_2$-dominated,-0.00046241029534388,-0.00046241029534398767,0.6720169642718319,1.963644297839562,0.2973955507930185,0.2620400031890511,-0.00046241029534388
dataframe000013,60.0,2.6,8.21905,-0.61337334,-0.36823678,-0.00079958315,-0.827943,-1.3498468,-0.24513656,0.0009648148,$\beta_2$-dominated,-0.0003497256587470752,-0.0003497256587469053,-0.9804629437688881,-0.36208635775107534,0.72230843536033,0.3579148015653464,-0.0003497256587470752
dataframe000013,60.0,2.6,8.21905,-0.61337334,0.3270779,-0.00079958315,-0.827943,0.04078245,-0.94045126,0.0009648148,$\beta_2$-dominated,-0.00042812776803453445,-0.0004281277680344617,0.16798083612591266,1.2542545464983241,0.4270016870355141,0.29128359514102514,-0.00042812776803453445
dataframe000013,60.0,2.6,8.21905,-0.61337334,-0.36823678,-0.00079958315,-0.827943,-1.3498468,-0.24513656,0.0009648148,$\beta_2$-dominated,-0.0003497256587470752,-0.0003497256587469053,-0.9804629437688881,-0.36208635775107534,0.72230843536033,0.3579148015653464,-0.0003497256587470752
dataframe000016,80.0,2.4,7.421117,-0.42895544,-0.38444427,-1.9945223,0.0006381463,-1.197844,-0.04451117,0.99968016,$\alpha_2$-dominated,0.0004299699283396631,0.00042996992833995313,1.7054877904788175,-2.45677311549317,1.100595472170329,-1.7311967656963845,0.0004299699283396631
dataframe000016,80.0,2.4,7.421117,-0.42895544,0.062200062,-1.9945223,0.0006381463,-0.3045553,-0.4911555,0.99968016,$\alpha_2$-dominated,0.0003796821942606611,0.00037968219426095113,2.443205459296723,-1.418495677655687,0.9109013283487516,-1.7739982243242107,0.0003796821942606611
dataframe000016,80.0,2.4,7.421117,-0.42895544,-0.05776872,-1.9945223,0.0006381463,-0.5444929,-0.3711867,0.99968016,$\alpha_2$-dominated,0.0003931982963979509,0.00039319829639812993,2.2450542793847905,-1.6973772965514828,0.9618532249374928,-1.762501745302557,0.0003931982963979509
dataframe000016,80.0,2.4,7.421117,-0.42895544,0.95659524,-1.9945223,0.0006381463,1.484235,-1.3855507,0.99968016,$\alpha_2$-dominated,0.00027885098094593844,0.0002788509809463395,3.9204684048204665,0.6606313743992465,0.5310431777513462,-1.8597070998355945,0.00027885098094593844
dataframe000016,80.0,2.4,7.421117,-0.42895544,-0.05776872,-1.9945223,0.0006381463,-0.5444929,-0.3711867,0.99968016,$\alpha_2$-dominated,0.0003931982963979509,0.00039319829639812993,2.2450542793847905,-1.6973772965514828,0.9618532249374928,-1.762501745302557,0.0003931982963979509
dataframe000014,50.0,2.8,4.538585,-0.12533626,0.46798044,-1.7677895,0.0004371946,0.8106246,-0.5933167,0.99975276,$\alpha_2$-dominated,0.00026027255406155025,0.0002602725540618064,3.108357779300394,-0.9754775509346404,-1.0995423060868197,-1.4467892919027632,0.00026027255406155025
dataframe000014,50.0,2.8,4.538585,-0.12533626,-0.45902902,-1.7677895,0.0004371946,-1.0433943,0.33369276,0.99975276,$\alpha_2$-dominated,0.00036467988946483953,0.0003646798894652067,1.5772262438387086,-3.1304202727352686,-0.7058325147012244,-1.3579549715104329,0.00036467988946483953
dataframe000014,50.0,2.8,4.538585,-0.12533626,-0.66781247,-1.7677895,0.0004371946,-1.4609612,0.5424762,0.99975276,$\alpha_2$-dominated,0.00038816938586669125,0.0003881693858671694,1.232380895850951,-3.6157619728135524,-0.6171601759095903,-1.3379474644332339,0.00038816938586669125
dataframe000014,50.0,2.8,4.538585,-0.12533626,0.46798044,-1.7677895,0.0004371946,0.8106246,-0.5933167,0.99975276,$\alpha_2$-dominated,0.00026027255406155025,0.0002602725540618064,3.108357779300394,-0.9754775509346404,-1.0995423060868197,-1.4467892919027632,0.00026027255406155025
dataframe000014,50.0,2.8,4.538585,-0.12533626,0.46798044,-1.7677895,0.0004371946,0.8106246,-0.5933167,0.99975276,$\alpha_2$-dominated,0.00026027255406155025,0.0002602725540618064,3.108357779300394,-0.9754775509346404,-1.0995423060868197,-1.4467892919027632,0.00026027255406155025
dataframe000013,100.0,2.2,8.276637,-0.5460808,-0.4260407,-0.0004652367,-0.9768428,-1.3981622,-0.12004012,0.00047603896,$\beta_2$-dominated,-0.0001314518364805089,-0.0001314518364804358,-1.2657887349302492,-0.4241136821013244,0.6696259140470087,0.1730587437534592,-0.0001314518364805089
dataframe000013,100.0,2.2,8.276637,-0.5460808,-0.32231817,-0.0004652367,-0.9768428,-1.1907172,-0.22376266,0.00047603896,$\beta_2$-dominated,-0.00014317034765241315,-0.0001431703476523123,-1.0944713481147896,-0.1829984458162729,0.62557398494206,0.1631191465284687,-0.00014317034765241315
dataframe000013,100.0,2.2,8.276637,-0.5460808,-0.4260407,-0.0004652367,-0.9768428,-1.3981622,-0.12004012,0.00047603896,$\beta_2$-dominated,-0.0001314518364805089,-0.0001314518364804358,-1.2657887349302492,-0.4241136821013244,0.6696259140470087,0.1730587437534592,-0.0001314518364805089
dataframe000013,100.0,2.2,8.276637,-0.5460808,-0.32231817,-0.0004652367,-0.9768428,-1.1907172,-0.22376266,0.00047603896,$\beta_2$-dominated,-0.00014317034765241315,-0.0001431703476523123,-1.0944713481147896,-0.1829984458162729,0.62557398494206,0.1631191465284687,-0.00014317034765241315
dataframe000013,100.0,2.2,8.276637,-0.5460808,-0.46219623,-0.0004652367,-0.9768428,-1.4704733,-0.0838846,0.00047603896,$\beta_2$-dominated,-0.0001273784297336294,-0.0001273784297334175,-1.3255064216545072,-0.5081614538974593,0.6849815097080869,0.17652348785920846,-0.0001273784297336294
dataframe000014,60.0,2.6,4.828988,-0.5376143,0.004761694,-0.26387173,-0.000411839,-0.5280909,-0.542376,0.9984417,$\alpha_2$-dominated,-0.0003287651522319431,-0.0003287651522317311,1.0957770417197015,-0.8194404511854153,-0.9038622144473764,0.9746906505162849,-0.0003287651522319431
dataframe000014,60.0,2.6,4.828988,-0.5376143,0.5328716,-0.26387173,-0.000411839,0.5281289,-1.0704858,0.9984417,$\alpha_2$-dominated,-0.00038819830501328386,-0.00038819830501300246,1.968050443068303,0.4082132101598631,-1.1281555659027698,0.9240824203993506,-0.00038819830501328386
dataframe000014,60.0,2.6,4.828988,-0.5376143,0.22832611,-0.26387173,-0.000411839,-0.08096206,-0.7659404,0.9984417,$\alpha_2$-dominated,-0.00035398546873892286,-0.0003539854687387247,1.4650360119080272,-0.2997385860326658,-0.9988121452251307,0.9532667347938195,-0.00035398546873892286
dataframe000014,60.0,2.6,4.828988,-0.5376143,0.22832611,-0.26387173,-0.000411839,-0.08096206,-0.7659404,0.9984417,$\alpha_2$-dominated,-0.00035398546873892286,-0.0003539854687387247,1.4650360119080272,-0.2997385860326658,-0.9988121452251307,0.9532667347938195,-0.00035398546873892286
dataframe000014,60.0,2.6,4.828988,-0.5376143,0.22832611,-0.26387173,-0.000411839,-0.08096206,-0.7659404,0.9984417,$\alpha_2$-dominated,-0.00035398546873892286,-0.0003539854687387247,1.4650360119080272,-0.2997385860326658,-0.9988121452251307,0.9532667347938195,-0.00035398546873892286
dataframe000013,70.0,2.0,9.631794,-0.63432467,0.50642,3.823114e-05,-1.13919,0.37851536,-1.1407447,3.355881e-05,$\beta_2$-dominated,-0.0001066877202761955,-0.00010668772027566558,-0.013593573934757585,2.125542887655607,1.0011064838820611,-0.1270677524989927,-0.0001066877202761955
dataframe000013,70.0,2.0,9.631794,-0.63432467,0.8657434,3.823114e-05,-1.13919,1.0971621,-1.5000681,3.355881e-05,$\beta_2$-dominated,-0.0001471703413100393,-0.0001471703413093984,0.5798969932567092,2.960832439054202,0.8484984094846606,-0.16150131912372082,-0.0001471703413100393
dataframe000013,70.0,2.0,9.631794,-0.63432467,-0.04527869,3.823114e-05,-1.13919,-0.72488207,-0.589046,3.355881e-05,$\beta_2$-dominated,-4.4564198171089085e-05,-4.45641981706702e-05,-0.9248283809572716,0.843054234774268,1.2354182135595737,-0.07419905056656813,-4.4564198171089085e-05
dataframe000013,70.0,2.0,9.631794,-0.63432467,0.8657434,3.823114e-05,-1.13919,1.0971621,-1.5000681,3.355881e-05,$\beta_2$-dominated,-0.0001471703413100393,-0.0001471703413093984,0.5798969932567092,2.960832439054202,0.8484984094846606,-0.16150131912372082,-0.0001471703413100393
dataframe000013,70.0,2.0,9.631794,-0.63432467,0.23760098,3.823114e-05,-1.13919,-0.1591227,-0.87192565,3.355881e-05,$\beta_2$-dominated,-7.640163365405112e-05,-7.640163365374325e-05,-0.4575990821873596,1.500641360472323,1.1152764966539896,-0.10130711855579135,-7.640163365405112e-05
dataframe000013,50.0,2.8,9.547309,-0.8103421,-0.28305283,0.00091094885,-0.7660701,-1.3764477,-0.5272893,0.0011877071,$\beta_2$-dominated,0.00029414313108382724,0.0002941431310838096,-0.8472512273453816,0.12418358449752052,1.5668463877884866,0.4277538247812971,0.00029414313108382724
dataframe000013,50.0,2.8,9.547309,-0.8103421,-0.27030563,0.00091094885,-0.7660701,-1.3509533,-0.54003644,0.0011877071,$\beta_2$-dominated,0.0002927069907751107,0.00029270699077513473,-0.8261968661251432,0.15381588012415567,1.5614325434898437,0.4265322775657298,0.0002927069907751107
dataframe000013,50.0,2.8,9.547309,-0.8103421,-0.39409238,0.00091094885,-0.7660701,-1.5985268,-0.4162497,0.0011877071,$\beta_2$-dominated,0.0003066532359458147,0.0003066532359458387,-1.0306541059298187,-0.1339410035695769,1.6140059581118373,0.43839462614868735,0.0003066532359458147
dataframe000013,50.0,2.8,9.547309,-0.8103421,0.62910855,0.00091094885,-0.7660701,0.44787502,-1.4394506,0.0011877071,$\beta_2$-dominated,0.00019137586328381924,0.0001913758632836906,0.6593558672110744,2.2446101484803167,1.1794427451968956,0.3403424005135183,0.00019137586328381924
dataframe000013,50.0,2.8,9.547309,-0.8103421,-0.27030563,0.00091094885,-0.7660701,-1.3509533,-0.54003644,0.0011877071,$\beta_2$-dominated,0.0002927069907751107,0.00029270699077513473,-0.8261968661251432,0.15381588012415567,1.5614325434898437,0.4265322775657298,0.0002927069907751107
dataframe000015,50.0,2.0,6.5981326,-0.04347207,0.5375443,-0.001001388,-1.5625074,1.0316166,-0.58101636,0.0006404748,$\beta_2$-dominated,-0.0004268930007384614,-0.0004268930007381985,-0.29992136213352055,1.652535256625711,-1.2390701677922251,-0.6654108958222037,-0.0004268930007384614
dataframe000015,50.0,2.0,6.5981326,-0.04347207,0.5375443,-0.001001388,-1.5625074,1.0316166,-0.58101636,0.0006404748,$\beta_2$-dominated,-0.0004268930007384614,-0.0004268930007381985,-0.29992136213352055,1.652535256625711,-1.2390701677922251,-0.6654108958222037,-0.0004268930007384614
dataframe000015,50.0,2.0,6.5981326,-0.04347207,-0.67829996,-0.001001388,-1.5625074,-1.400072,0.6348279,0.0006404748,$\beta_2$-dominated,-0.00028991175939281524,-0.00028991175939255227,-2.308118275902827,-1.1738380540072955,-0.7226894854986389,-0.5488978692494652,-0.00028991175939281524
dataframe000015,50.0,2.0,6.5981326,-0.04347207,0.387633,-0.001001388,-1.5625074,0.73179394,-0.43110508,0.0006404748,$\beta_2$-dominated,-0.00041003624349707115,-0.00041003624349680824,-0.5475282402293742,1.3040487693927745,-1.175401386711333,-0.6510450408901335,-0.00041003624349707115
dataframe000015,50.0,2.0,6.5981326,-0.04347207,-0.67829996,-0.001001388,-1.5625074,-1.400072,0.6348279,0.0006404748,$\beta_2$-dominated,-0.00028991175939281524,-0.00028991175939255227,-2.308118275902827,-1.1738380540072955,-0.7226894854986389,-0.5488978692494652,-0.00028991175939281524
dataframe000013,50.0,2.4,9.383209,-0.92931765,0.5017423,-0.9742059,0.0019752884,0.07416695,-1.43106,0.9979765,$\alpha_2$-dominated,0.0013709009108419958,0.001370900910841901,2.2142830348712903,0.852443409970709,1.8327336456554573,-0.20651973425872594,0.0013709009108419958
dataframe000013,50.0,2.4,9.383209,-0.92931765,-1.1360241,-0.9742059,0.0019752884,-3.201366,0.20670646,0.9979765,$\alpha_2$-dominated,0.0015553845985680516,0.00155538459856829,-0.4907981744371828,-2.9547376971380066,2.5283087219654847,-0.04957434935567651,0.0015553845985680516
dataframe000013,50.0,2.4,9.383209,-0.92931765,0.0698351,-0.9742059,0.0019752884,-0.78964746,-0.9991528,0.9979765,$\alpha_2$-dominated,0.0014195283053697074,0.0014195283053697791,1.5009065731409557,-0.15157576485023944,2.0161687772070986,-0.16513052145637697,0.0014195283053697074
dataframe000013,50.0,2.4,9.383209,-0.92931765,0.35640916,-0.9742059,0.0019752884,-0.21649933,-1.2857268,0.9979765,$\alpha_2$-dominated,0.001387307420017,0.0013873074200172384,1.9742378205846518,0.5145993639108584,1.8944580062828262,-0.192592636040416,0.001387307420017
dataframe000013,50.0,2.4,9.383209,-0.92931765,0.64230496,-0.9742059,0.0019752884,0.35529226,-1.5716226,0.9979765,$\alpha_2$-dominated,0.0013550646337891793,0.0013550646337894177,2.4464488583819057,1.1791978645325871,1.7730353433985124,-0.21998969956865244,0.0013550646337891793
dataframe000013,50.0,2.0,8.589455,-0.110055976,0.98579425,-0.00022330131,-1.9271476,1.8615326,-1.0958502,0.00011585798,$\beta_2$-dominated,-0.00018990650087305784,-0.0001899065008726455,-0.14013968828911041,3.3055872647433753,-0.45636765884466257,-1.1795068061041678,-0.00018990650087305784
dataframe000013,50.0,2.0,8.589455,-0.110055976,0.32199925,-0.00022330131,-1.9271476,0.5339425,-0.43205523,0.00011585798,$\beta_2$-dominated,-0.00011515381894714195,-0.00011515381894684063,-1.2365227647091728,1.762517528629063,-0.17444755519672486,-1.115896037452936,-0.00011515381894714195
dataframe000013,50.0,2.0,8.589455,-0.110055976,1.0698138,-0.00022330131,-1.9271476,2.0295718,-1.1798698,0.00011585798,$\beta_2$-dominated,-0.00019930689632511057,-0.00019930689632492027,-0.0013654717098795684,3.5009006685229695,-0.4920516130362838,-1.1875583479699952,-0.00019930689632511057
dataframe000013,50.0,2.0,8.589455,-0.110055976,-0.68465084,-0.00022330131,-1.9271476,-1.4793576,0.57459486,0.00011585798,$\beta_2$-dominated,-1.708352262128186e-06,-1.708352261715841e-06,-2.899195873680492,-0.5775592093194418,0.2530863323103142,-1.0194298811571985,-1.708352262128186e-06
dataframe000013,50.0,2.0,8.589455,-0.110055976,0.32199925,-0.00022330131,-1.9271476,0.5339425,-0.43205523,0.00011585798,$\beta_2$-dominated,-0.00011515381894714195,-0.00011515381894684063,-1.2365227647091728,1.762517528629063,-0.17444755519672486,-1.115896037452936,-0.00011515381894714195
dataframe000013,90.0,2.0,5.115721,-0.17639683,0.19142285,0.00072741706,-0.9259781,0.20644887,-0.36781967,0.0007849495,$\beta_2$-dominated,0.00040635355090185005,0.00040635355090205404,0.014169343946595114,0.25083741126964215,-1.5396221197121496,0.1890099909592907,0.00040635355090185005
dataframe000013,90.0,2.0,5.115721,-0.17639683,0.19142285,0.00072741706,-0.9259781,0.20644887,-0.36781967,0.0007849495,$\beta_2$-dominated,0.00040635355090185005,0.00040635355090205404,0.014169343946595114,0.25083741126964215,-1.5396221197121496,0.1890099909592907,0.00040635355090185005
dataframe000013,90.0,2.0,5.115721,-0.17639683,0.19142285,0.00072741706,-0.9259781,0.20644887,-0.36781967,0.0007849495,$\beta_2$-dominated,0.00040635355090185005,0.00040635355090205404,0.014169343946595114,0.25083741126964215,-1.5396221197121496,0.1890099909592907,0.00040635355090185005
dataframe000013,90.0,2.0,5.115721,-0.17639683,0.19142285,0.00072741706,-0.9259781,0.20644887,-0.36781967,0.0007849495,$\beta_2$-dominated,0.00040635355090185005,0.00040635355090205404,0.014169343946595114,0.25083741126964215,-1.5396221197121496,0.1890099909592907,0.00040635355090185005
dataframe000013,90.0,2.0,5.115721,-0.17639683,0.08029952,0.00072741706,-0.9259781,-0.015797794,-0.25669634,0.0007849495,$\beta_2$-dominated,0.00041886489844852876,0.00041886489844892704,-0.169371859930015,-0.007481860398627551,-1.4924269758039301,0.1996588226105134,0.00041886489844852876
dataframe000013,80.0,3.2,5.662161,-0.36540118,-0.13054647,0.0013870338,-0.6846124,-0.6264941,-0.23485471,0.002021917,$\beta_2$-dominated,0.0006537186319340923,0.0006537186319342085,-0.25108140725786815,-0.46407571087229016,-0.8763076971742148,0.5283674613437828,0.0006537186319340923
dataframe000013,80.0,3.2,5.662161,-0.36540118,-0.46247172,0.0013870338,-0.6846124,-1.2903446,0.097070545,0.002021917,$\beta_2$-dominated,0.0006911308695911951,0.0006911308695911726,-0.7993187763506984,-1.2356750740050289,-0.7353358809839184,0.5601754854124255,0.0006911308695911951
dataframe000013,80.0,3.2,5.662161,-0.36540118,-0.04207387,0.0013870338,-0.6846124,-0.4495489,-0.3233273,0.002021917,$\beta_2$-dominated,0.0006437673870176637,0.000643767387017669,-0.10495217114991325,-0.25841072941905086,-0.913882864547629,0.5198892195745152,0.0006437673870176637
dataframe000013,80.0,3.2,5.662161,-0.36540118,-0.13054647,0.0013870338,-0.6846124,-0.6264941,-0.23485471,0.002021917,$\beta_2$-dominated,0.0006537186319340923,0.0006537186319342085,-0.25108140725786815,-0.46407571087229016,-0.8763076971742148,0.5283674613437828,0.0006537186319340923
dataframe000013,80.0,3.2,5.662161,-0.36540118,-0.46247172,0.0013870338,-0.6846124,-1.2903446,0.097070545,0.002021917,$\beta_2$-dominated,0.0006911308695911951,0.0006911308695911726,-0.7993187763506984,-1.2356750740050289,-0.7353358809839184,0.5601754854124255,0.0006911308695911951
dataframe000015,70.0,2.0,7.473559,-0.32798398,-0.62653154,0.0018079986,-1.2123159,-1.581047,0.29854757,0.0014891385,$\beta_2$-dominated,0.0008309574378644757,0.0008309574378648979,-1.8428601235831406,-0.9842227811458443,0.07053278265442059,-0.1040168841341585,0.0008309574378644757
dataframe000015,70.0,2.0,7.473559,-0.32798398,-0.62653154,0.0018079986,-1.2123159,-1.581047,0.29854757,0.0014891385,$\beta_2$-dominated,0.0008309574378644757,0.0008309574378648979,-1.8428601235831406,-0.9842227811458443,0.07053278265442059,-0.1040168841341585,0.0008309574378644757
dataframe000015,70.0,2.0,7.473559,-0.32798398,-0.5293514,0.0018079986,-1.2123159,-1.3866868,0.20136744,0.0014891385,$\beta_2$-dominated,0.0008200087868980177,0.0008200087868983843,-1.6823487508950923,-0.7583161199474385,0.02925945354200671,-0.11332954949232155,0.0008200087868980177
dataframe000015,70.0,2.0,7.473559,-0.32798398,-0.62653154,0.0018079986,-1.2123159,-1.581047,0.29854757,0.0014891385,$\beta_2$-dominated,0.0008309574378644757,0.0008309574378648979,-1.8428601235831406,-0.9842227811458443,0.07053278265442059,-0.1040168841341585,0.0008309574378644757
dataframe000015,70.0,2.0,7.473559,-0.32798398,-0.15876381,0.0018079986,-1.2123159,-0.6455116,-0.16922016,0.0014891385,$\beta_2$-dominated,0.0007782407151762804,0.0007782407151766471,-1.0702532035600152,0.10315841897708264,-0.12813262971705217,-0.14884254370976338,0.0007782407151762804
dataframe000015,100.0,2.8,8.937559,-0.35058206,0.01364293,0.0013222862,-1.5330554,-0.3232962,-0.364225,0.0008617736,$\beta_2$-dominated,0.000576442562623047,0.0005764425626232645,-1.277078242185299,0.9731823664214057,0.4743309386935303,-0.5806157006530959,0.000576442562623047
dataframe000015,100.0,2.8,8.937559,-0.35058206,0.01364293,0.0013222862,-1.5330554,-0.3232962,-0.364225,0.0008617736,$\beta_2$-dominated,0.000576442562623047,0.0005764425626232645,-1.277078242185299,0.9731823664214057,0.4743309386935303,-0.5806157006530959,0.000576442562623047
dataframe000015,100.0,2.8,8.937559,-0.35058206,0.01364293,0.0013222862,-1.5330554,-0.3232962,-0.364225,0.0008617736,$\beta_2$-dominated,0.000576442562623047,0.0005764425626232645,-1.277078242185299,0.9731823664214057,0.4743309386935303,-0.5806157006530959,0.000576442562623047
dataframe000015,100.0,2.8,8.937559,-0.35058206,0.01364293,0.0013222862,-1.5330554,-0.3232962,-0.364225,0.0008617736,$\beta_2$-dominated,0.000576442562623047,0.0005764425626232645,-1.277078242185299,0.9731823664214057,0.4743309386935303,-0.5806157006530959,0.000576442562623047
dataframe000015,100.0,2.8,8.937559,-0.35058206,0.01364293,0.0013222862,-1.5330554,-0.3232962,-0.364225,0.0008617736,$\beta_2$-dominated,0.000576442562623047,0.0005764425626232645,-1.277078242185299,0.9731823664214057,0.4743309386935303,-0.5806157006530959,0.000576442562623047
dataframe000014,100.0,2.4,8.610892,-0.56501126,-0.06913509,-0.00022381067,-1.0224957,-0.70328146,-0.49587616,0.00021883876,$\beta_2$-dominated,-4.045312324970768e-05,-4.0453123249588406e-05,-0.7544467059021596,0.5020634952085834,0.693153614212765,0.07981649365764104,-4.045312324970768e-05
dataframe000014,100.0,2.4,8.610892,-0.56501126,-0.06913509,-0.00022381067,-1.0224957,-0.70328146,-0.49587616,0.00021883876,$\beta_2$-dominated,-4.045312324970768e-05,-4.0453123249588406e-05,-0.7544467059021596,0.5020634952085834,0.693153614212765,0.07981649365764104,-4.045312324970768e-05
dataframe000014,100.0,2.4,8.610892,-0.56501126,-0.07609827,-0.00022381067,-1.0224957,-0.7172078,-0.488913,0.00021883876,$\beta_2$-dominated,-3.966862903750507e-05,-3.966862903721926e-05,-0.765947688375209,0.4858768007240907,0.696110936343757,0.08048376600892648,-3.966862903750507e-05
dataframe000014,100.0,2.4,8.610892,-0.56501126,-0.17208986,-0.00022381067,-1.0224957,-0.909191,-0.3929214,0.00021883876,$\beta_2$-dominated,-2.8853880483538377e-05,-2.88538804834191e-05,-0.9244960009463054,0.2627329864774345,0.7368794910908562,0.0896825371199656,-2.8853880483538377e-05
dataframe000014,100.0,2.4,8.610892,-0.56501126,-0.17208986,-0.00022381067,-1.0224957,-0.909191,-0.3929214,0.00021883876,$\beta_2$-dominated,-2.8853880483538377e-05,-2.88538804834191e-05,-0.9244960009463054,0.2627329864774345,0.7368794910908562,0.0896825371199656,-2.8853880483538377e-05
dataframe000013,50.0,2.6,8.560993,-0.1081407,0.13357149,-0.00076829974,-1.9238676,0.15900227,-0.24171218,0.00039919224,$\beta_2$-dominated,-0.0003217480249582621,-0.00032174802495808655,-1.5413465930101462,1.3161625375512715,-0.10961310515328943,-1.094295691466849,-0.0003217480249582621
dataframe000013,50.0,2.6,8.560993,-0.1081407,0.13861175,-0.00076829974,-1.9238676,0.16908279,-0.24675244,0.00039919224,$\beta_2$-dominated,-0.00032231587796032683,-0.0003223158779600403,-1.533021652785491,1.3278792116992346,-0.11175375096535373,-1.0947786938930357,-0.00032231587796032683
dataframe000013,50.0,2.6,8.560993,-0.1081407,-0.16911636,-0.00076829974,-1.9238676,-0.44637343,0.060975663,0.00039919224,$\beta_2$-dominated,-0.0002876543525322455,-0.0002876543525317369,-2.041292859282006,0.6125289555325398,0.018941322239802938,-1.0652894411831018,-0.0002876543525322455
dataframe000013,50.0,2.6,8.560993,-0.1081407,0.13357149,-0.00076829974,-1.9238676,0.15900227,-0.24171218,0.00039919224,$\beta_2$-dominated,-0.0003217480249582621,-0.00032174802495808655,-1.5413465930101462,1.3161625375512715,-0.10961310515328943,-1.094295691466849,-0.0003217480249582621
dataframe000013,50.0,2.6,8.560993,-0.1081407,0.13357149,-0.00076829974,-1.9238676,0.15900227,-0.24171218,0.00039919224,$\beta_2$-dominated,-0.0003217480249582621,-0.00032174802495808655,-1.5413465930101462,1.3161625375512715,-0.10961310515328943,-1.094295691466849,-0.0003217480249582621
dataframe000015,50.0,3.0,5.3548837,-0.22955026,0.3430222,0.0022507857,-0.8795358,0.45649415,-0.57257247,0.0025525289,$\beta_2$-dominated,0.0009451691710008102,0.0009451691710009479,0.3061457927472482,0.6420840315161186,-1.4189617790493185,0.2353999779927924,0.0009451691710008102
dataframe000015,50.0,3.0,5.3548837,-0.22955026,-0.49615788,0.0022507857,-0.8795358,-1.221866,0.26660764,0.0025525289,$\beta_2$-dominated,0.0010397468879099659,0.0010397468879101866,-1.079918953666537,-1.3086890041559454,-1.062553991779868,0.31581766948115386,0.0010397468879099659
dataframe000015,50.0,3.0,5.3548837,-0.22955026,-0.010695759,0.0022507857,-0.8795358,-0.25094178,-0.2188545,0.0025525289,$\beta_2$-dominated,0.0009850202665548824,0.0009850202665551032,-0.2780863715684145,-0.18017507321270967,-1.2687343777627946,0.2692963838775088,0.0009850202665548824
dataframe000015,50.0,3.0,5.3548837,-0.22955026,-0.010695759,0.0022507857,-0.8795358,-0.25094178,-0.2188545,0.0025525289,$\beta_2$-dominated,0.0009850202665548824,0.0009850202665551032,-0.2780863715684145,-0.18017507321270967,-1.2687343777627946,0.2692963838775088,0.0009850202665548824
dataframe000015,50.0,3.0,5.3548837,-0.22955026,-0.06353734,0.0022507857,-0.8795358,-0.35662493,-0.16601291,0.0025525289,$\beta_2$-dominated,0.0009909899681276907,0.000990989968127953,-0.3653642450034014,-0.3030115551373532,-1.2462920629602534,0.2743601252524137,0.0009909899681276907
dataframe000016,100.0,2.6,5.0550165,-0.597082,0.45785967,0.00089575106,-0.069410205,0.3186373,-1.0549417,0.012740756,$\beta_2$-dominated,0.0004168968062763865,0.0004168968062765505,1.5273140135415475,0.5187874038704515,-1.0394836410368276,1.26062313979227,0.0004168968062763865
dataframe000016,100.0,2.6,5.0550165,-0.597082,0.45785967,0.00089575106,-0.069410205,0.3186373,-1.0549417,0.012740756,$\beta_2$-dominated,0.0004168968062763865,0.0004168968062765505,1.5273140135415475,0.5187874038704515,-1.0394836410368276,1.26062313979227,0.0004168968062763865
